Concept,semantic_fiel,POS,vi,hi,vi-hi,Rank
HerbstN,Time,Noun,0.725,0.554,0.171,726
klingenV,NA,Verb,0.533,0.363,0.17,727
schlagenV,NA,Verb,0.48,0.31,0.17,728
KranichN,NA,Noun,0.621,0.452,0.169,729
einstADV,NA,Adverb,0.522,0.353,0.169,730
WareN,NA,Noun,0.627,0.459,0.168,731
WundeN,The body,Noun,0.63,0.463,0.167,732
GeruchN,NA,Noun,0.63,0.464,0.167,733
SohnN,Kinship,Noun,0.66,0.493,0.166,734
sichtrennenV,NA,Verb,0.703,0.537,0.166,735
TeilN,Quantity,Noun,0.688,0.522,0.166,736
StoffN,Clothing and grooming,Noun,0.54,0.375,0.166,737
GastN,Social and political relations,Noun,0.68,0.515,0.166,738
FeindN,Social and political relations,Noun,0.644,0.478,0.165,739
passierenV,NA,Verb,0.575,0.409,0.165,740
stromenV,NA,Verb,0.606,0.441,0.165,741
QuelleN,NA,Noun,0.58,0.415,0.165,742
ZwiebelN,NA,Noun,0.559,0.394,0.165,743
antreibenV,NA,Verb,0.514,0.35,0.164,744
KuckuckN,NA,Noun,0.543,0.379,0.164,745
EisenN,Basic actions and technology,Noun,0.677,0.513,0.164,746
LugeN,NA,Noun,0.656,0.493,0.163,747
wachsenV,Spatial relations,Verb,0.726,0.563,0.163,748
HitzeN,NA,Noun,0.581,0.418,0.163,749
sechzigNUM,NA,Numerical,0.69,0.528,0.162,750
geratenV,NA,Verb,0.509,0.347,0.162,751
werdenV,Miscellaneous function words,Verb,0.669,0.508,0.162,752
fremdA,NA,Adjective,0.697,0.535,0.161,753
HerdeN,NA,Noun,0.658,0.496,0.161,754
BartN,The body,Noun,0.594,0.433,0.161,755
dreiigNUM,NA,Numerical,0.652,0.491,0.161,756
wahlenV,Emotions and values,Verb,0.696,0.536,0.16,757
storenV,NA,Verb,0.531,0.372,0.16,758
SpielN,NA,Noun,0.602,0.442,0.159,759
regnenV,NA,Verb,0.547,0.388,0.159,760
BildN,NA,Noun,0.714,0.555,0.159,761
SchuhN,Clothing and grooming,Noun,0.673,0.514,0.159,762
KrankheitN,The body,Noun,0.584,0.425,0.159,763
geizigA,Possession,Adjective,0.499,0.341,0.159,764
flachA,Spatial relations,Adjective,0.674,0.516,0.158,765
nennenV,Speech and language,Verb,0.555,0.398,0.158,766
TurN,The house,Noun,0.599,0.442,0.157,767
HilfeN,Social and political relations,Noun,0.712,0.555,0.157,768
ApfelN,NA,Noun,0.568,0.412,0.156,769
LadenN,NA,Noun,0.647,0.491,0.156,770
GetreideN,Agriculture and vegetation,Noun,0.564,0.409,0.155,771
HechtN,NA,Noun,0.67,0.515,0.155,772
anbindenV,NA,Verb,0.623,0.468,0.155,773
schmutzigA,Sense perception,Adjective,0.524,0.369,0.154,774
WolleN,Clothing and grooming,Noun,0.685,0.53,0.154,775
GesichtN,The body,Noun,0.566,0.412,0.154,776
zweiNUM,Quantity,Numerical,0.64,0.485,0.154,777
begreifenV,Cognition,Verb,0.589,0.435,0.154,778
verteidigenV,Warfare and hunting,Verb,0.645,0.491,0.154,779
HahnN,Animals,Noun,0.703,0.549,0.154,780
SchlafN,NA,Noun,0.572,0.419,0.153,781
BuchN,Speech and language,Noun,0.624,0.471,0.153,782
LeineN,NA,Noun,0.515,0.363,0.153,783
kochenV,NA,Verb,0.674,0.522,0.151,784
GriffN,NA,Noun,0.617,0.466,0.151,785
