Concept,semantic_fiel,POS,vi,hi,vi-hi,Rank
dreiNUM,Quantity,Numerical,0.844,0.145,0.699,1
FischN,Animals,Noun,0.867,0.172,0.695,2
BlutN,The body,Noun,0.851,0.178,0.674,3
leckenV,The body,Verb,0.822,0.149,0.672,4
dritterA,Quantity,Adjective,0.853,0.181,0.672,5
vierNUM,Quantity,Numerical,0.843,0.173,0.67,6
sechsNUM,Quantity,Numerical,0.853,0.189,0.665,7
zweiNUM,Quantity,Numerical,0.845,0.184,0.661,8
funfNUM,Quantity,Numerical,0.838,0.191,0.648,9
WinterN,Time,Noun,0.846,0.217,0.629,10
trockenA,Sense perception,Adjective,0.823,0.195,0.629,11
lesenV,Speech and language,Verb,0.827,0.201,0.626,12
OhrN,The body,Noun,0.831,0.211,0.62,13
sitzenV,Spatial relations,Verb,0.81,0.192,0.618,14
HalfteN,Quantity,Noun,0.826,0.21,0.616,15
neuA,Time,Adjective,0.807,0.195,0.612,16
dreiigNUM,NA,Numerical,0.802,0.191,0.611,17
trinkenV,Food and drink,Verb,0.84,0.231,0.609,18
HornN,The body,Noun,0.791,0.184,0.608,19
neunNUM,Quantity,Numerical,0.796,0.194,0.602,20
lebenV,The body,Verb,0.793,0.194,0.599,21
schluckenV,Food and drink,Verb,0.782,0.19,0.592,22
ihrPRN,Kinship,Pronoun,0.793,0.201,0.592,23
WolkeN,The physical world,Noun,0.786,0.199,0.586,24
zehnNUM,Quantity,Numerical,0.783,0.2,0.584,25
ichPRN,Kinship,Pronoun,0.784,0.202,0.583,26
sterbenV,The body,Verb,0.822,0.241,0.581,27
ArmN,The body,Noun,0.822,0.242,0.579,28
TagN,Time,Noun,0.789,0.21,0.579,29
MitteN,Spatial relations,Noun,0.79,0.212,0.578,30
SchlafN,NA,Noun,0.774,0.197,0.578,31
FliegeN,Animals,Noun,0.798,0.222,0.577,32
stehenV,Spatial relations,Verb,0.791,0.215,0.576,33
sechzigNUM,NA,Numerical,0.775,0.199,0.576,34
SteinN,NA,Noun,0.786,0.211,0.575,35
WindN,The physical world,Noun,0.806,0.233,0.573,36
NachtN,Time,Noun,0.773,0.201,0.572,37
MonatN,Time,Noun,0.805,0.233,0.571,38
achtNUM,Quantity,Numerical,0.776,0.208,0.567,39
gebenV,Possession,Verb,0.72,0.155,0.565,40
EisN,The physical world,Noun,0.778,0.215,0.563,41
SohnN,Kinship,Noun,0.794,0.232,0.562,42
kaufenV,Possession,Verb,0.743,0.186,0.558,43
sagenV,Speech and language,Verb,0.745,0.188,0.557,44
SchneeN,The physical world,Noun,0.768,0.212,0.556,45
TodN,NA,Noun,0.804,0.248,0.556,46
verkaufenV,Possession,Verb,0.763,0.207,0.556,47
hundertNUM,Quantity,Numerical,0.786,0.231,0.555,48
NameN,Speech and language,Noun,0.729,0.176,0.553,49
EisenN,Basic actions and technology,Noun,0.735,0.183,0.552,50
SonneN,The physical world,Noun,0.732,0.181,0.551,51
NestN,Animals,Noun,0.772,0.222,0.55,52
kommenV,Motion,Verb,0.762,0.214,0.548,53
NagelAnatomieN,NA,Noun,0.764,0.216,0.547,54
ZahnN,The body,Noun,0.763,0.216,0.547,55
SpracheN,Speech and language,Noun,0.746,0.199,0.547,56
FeuerN,The physical world,Noun,0.74,0.194,0.545,57
HundN,Animals,Noun,0.763,0.218,0.545,58
ZungeN,The body,Noun,0.759,0.216,0.544,59
MausN,NA,Noun,0.751,0.207,0.544,60
KohleN,The physical world,Noun,0.777,0.233,0.543,61
funfzigNUM,NA,Numerical,0.738,0.195,0.543,62
melkenV,Food and drink,Verb,0.733,0.191,0.541,63
nahenV,Clothing and grooming,Verb,0.752,0.211,0.541,64
TraumN,NA,Noun,0.745,0.206,0.538,65
NaseN,The body,Noun,0.715,0.179,0.536,66
heulenV,Speech and language,Verb,0.805,0.271,0.534,67
wasFPRN,Cognition,Interrogative (pronoun),0.794,0.265,0.529,68
SeeN,The physical world,Noun,0.774,0.246,0.528,69
KnieN,The body,Noun,0.742,0.216,0.525,70
AderN,NA,Noun,0.785,0.261,0.524,71
wissenV,Cognition,Verb,0.74,0.217,0.523,72
EiN,Food and drink,Noun,0.742,0.223,0.519,73
lachenV,Emotions and values,Verb,0.73,0.212,0.518,74
sehenV,Sense perception,Verb,0.71,0.192,0.518,75
vierzigNUM,NA,Numerical,0.716,0.198,0.518,76
nehmenV,Possession,Verb,0.724,0.207,0.516,77
KnochenN,The body,Noun,0.738,0.224,0.514,78
GottN,NA,Noun,0.729,0.215,0.514,79
fullenV,NA,Verb,0.732,0.22,0.512,80
HaseN,Animals,Noun,0.729,0.218,0.512,81
erkennenV,NA,Verb,0.733,0.223,0.51,82
GelachterN,NA,Noun,0.731,0.224,0.507,83
MilchN,Food and drink,Noun,0.765,0.259,0.505,84
furchtenV,NA,Verb,0.72,0.215,0.505,85
hustenV,The body,Verb,0.74,0.235,0.505,86
vollA,Quantity,Adjective,0.71,0.205,0.505,87
schreibenV,Speech and language,Verb,0.758,0.254,0.504,88
AugeN,The body,Noun,0.671,0.167,0.503,89
MutterN,Kinship,Noun,0.726,0.224,0.502,90
KnotenN,Basic actions and technology,Noun,0.743,0.242,0.501,91
schwarzA,Sense perception,Adjective,0.716,0.216,0.5,92
siebzigNUM,NA,Numerical,0.721,0.222,0.5,93
SommerN,Time,Noun,0.718,0.219,0.499,94
PfeilN,Warfare and hunting,Noun,0.717,0.219,0.498,95
RauchN,The physical world,Noun,0.729,0.234,0.495,96
fischenV,NA,Verb,0.726,0.233,0.494,97
SchaumN,The physical world,Noun,0.723,0.23,0.493,98
KopfN,The body,Noun,0.67,0.179,0.492,99
zwolfNUM,Quantity,Numerical,0.723,0.232,0.491,100
liegenV,NA,Verb,0.749,0.259,0.491,101
TropfenN,NA,Noun,0.716,0.227,0.489,102
nennenV,Speech and language,Verb,0.694,0.207,0.488,103
sichsetzenV,NA,Verb,0.716,0.229,0.487,104
vernehmenV,NA,Verb,0.701,0.215,0.486,105
verfaulenV,NA,Verb,0.725,0.241,0.483,106
TochterN,Kinship,Noun,0.74,0.258,0.482,107
FingernagelN,The body,Noun,0.724,0.243,0.482,108
FreundN,Social and political relations,Noun,0.72,0.239,0.481,109
ButterN,Food and drink,Noun,0.718,0.242,0.477,110
SternN,The physical world,Noun,0.694,0.219,0.475,111
flieenV,Motion,Verb,0.713,0.239,0.474,112
brennenV,The physical world,Verb,0.723,0.249,0.473,113
LeberN,The body,Noun,0.692,0.221,0.471,114
BartN,The body,Noun,0.794,0.323,0.471,115
BruderN,Kinship,Noun,0.684,0.214,0.47,116
GeistN,NA,Noun,0.719,0.251,0.468,117
lebendigA,NA,Adjective,0.704,0.237,0.467,118
waschenV,Basic actions and technology,Verb,0.687,0.22,0.467,119
sichfurchtenV,NA,Verb,0.677,0.21,0.466,120
zuhorenV,Sense perception,Verb,0.69,0.225,0.465,121
bitterA,Sense perception,Adjective,0.689,0.225,0.465,122
kurzA,Spatial relations,Adjective,0.698,0.234,0.464,123
horenV,Sense perception,Verb,0.683,0.223,0.46,124
weichA,Sense perception,Adjective,0.743,0.283,0.46,125
ersterA,Quantity,Adjective,0.673,0.213,0.46,126
faulenV,NA,Verb,0.659,0.203,0.456,127
MondN,The physical world,Noun,0.695,0.239,0.455,128
dunkelA,Sense perception,Adjective,0.672,0.218,0.454,129
FlugelN,The body,Noun,0.675,0.222,0.453,130
HautN,The body,Noun,0.683,0.231,0.452,131
altA,NA,Adjective,0.674,0.223,0.451,132
FleischN,Food and drink,Noun,0.662,0.212,0.45,133
ArmelN,NA,Noun,0.741,0.291,0.449,134
umkommenV,NA,Verb,0.664,0.215,0.449,135
TurN,The house,Noun,0.68,0.231,0.448,136
einsNUM,Quantity,Numerical,0.718,0.271,0.447,137
OstenN,Spatial relations,Noun,0.667,0.22,0.446,138
rauchenV,NA,Verb,0.679,0.234,0.446,139
offnenV,Spatial relations,Verb,0.643,0.198,0.446,140
WestenN,Spatial relations,Noun,0.671,0.226,0.445,141
neunzigNUM,NA,Numerical,0.673,0.229,0.444,142
WurmN,Animals,Noun,0.671,0.228,0.444,143
dickGegenstandA,Spatial relations,Adjective,0.661,0.217,0.444,144
LausN,NA,Noun,0.687,0.243,0.444,145
BogenWaffeN,Warfare and hunting,Noun,0.717,0.274,0.443,146
zwanzigNUM,Quantity,Numerical,0.634,0.196,0.438,147
vorbereitenV,NA,Verb,0.645,0.208,0.438,148
TraneN,Emotions and values,Noun,0.641,0.205,0.436,149
elfNUM,Quantity,Numerical,0.666,0.23,0.436,150
backenV,Food and drink,Verb,0.657,0.222,0.436,151
SchattenN,The physical world,Noun,0.667,0.232,0.435,152
duPRN,Kinship,Pronoun,0.848,0.415,0.434,153
weckenV,NA,Verb,0.657,0.224,0.433,154
MesserN,Basic actions and technology,Noun,0.653,0.221,0.433,155
glaubenV,Cognition,Verb,0.703,0.271,0.432,156
trocknenV,NA,Verb,0.636,0.205,0.431,157
SchlangeTierN,Animals,Noun,0.682,0.253,0.43,158
ErdeN,NA,Noun,0.666,0.239,0.428,159
RegenN,The physical world,Noun,0.638,0.212,0.426,160
KraheN,Animals,Noun,0.647,0.223,0.424,161
rechterA,Spatial relations,Adjective,0.622,0.199,0.423,162
SchwanzN,The body,Noun,0.636,0.214,0.422,163
SpielN,NA,Noun,0.684,0.262,0.422,164
schlafenV,The body,Verb,0.679,0.258,0.421,165
FuchsN,Animals,Noun,0.649,0.228,0.421,166
KornN,NA,Noun,0.656,0.236,0.42,167
NordenN,Spatial relations,Noun,0.693,0.275,0.419,168
BeinN,The body,Noun,0.617,0.201,0.416,169
bekommenV,Possession,Verb,0.632,0.217,0.416,170
grabenV,Agriculture and vegetation,Verb,0.696,0.283,0.414,171
kammenV,NA,Verb,0.707,0.294,0.414,172
BaumN,Agriculture and vegetation,Noun,0.651,0.238,0.413,173
donnernV,NA,Verb,0.651,0.241,0.411,174
warmA,Sense perception,Adjective,0.614,0.204,0.41,175
versprechenV,Speech and language,Verb,0.676,0.267,0.409,176
zusehenseinV,NA,Verb,0.622,0.214,0.408,177
SalzN,Food and drink,Noun,0.74,0.332,0.408,178
SpurN,NA,Noun,0.606,0.199,0.407,179
KehleN,The body,Noun,0.613,0.206,0.407,180
achtzigNUM,NA,Numerical,0.617,0.21,0.407,181
SudenN,Spatial relations,Noun,0.674,0.268,0.406,182
WasserN,The physical world,Noun,0.646,0.24,0.406,183
MeerN,The physical world,Noun,0.726,0.321,0.405,184
scheinenSonneV,Sense perception,Verb,0.617,0.213,0.404,185
stohnenV,Emotions and values,Verb,0.672,0.27,0.402,186
hartA,Sense perception,Adjective,0.614,0.212,0.402,187
spielenV,Emotions and values,Verb,0.622,0.221,0.401,188
anbindenV,NA,Verb,0.632,0.231,0.401,189
WolfN,Animals,Noun,0.678,0.278,0.399,190
zitternV,The body,Verb,0.699,0.3,0.399,191
FruhlingN,Time,Noun,0.613,0.214,0.399,192
SilberN,Basic actions and technology,Noun,0.732,0.334,0.398,193
teilenV,Spatial relations,Verb,0.641,0.243,0.398,194
MundN,The body,Noun,0.6,0.202,0.397,195
schwimmenV,Motion,Verb,0.643,0.246,0.396,196
dichtA,NA,Adjective,0.641,0.245,0.396,197
KranichN,NA,Noun,0.697,0.304,0.392,198
TanneN,Agriculture and vegetation,Noun,0.637,0.245,0.392,199
FingerN,The body,Noun,0.724,0.332,0.392,200
fliehenV,Motion,Verb,0.595,0.204,0.391,201
LugeN,NA,Noun,0.617,0.227,0.389,202
hineingehenV,Motion,Verb,0.617,0.228,0.389,203
GrasN,Agriculture and vegetation,Noun,0.618,0.23,0.388,204
SchrittN,NA,Noun,0.67,0.283,0.387,205
totenV,The body,Verb,0.594,0.207,0.387,206
HerzN,The body,Noun,0.638,0.253,0.386,207
unterPRP,Spatial relations,Preposition,0.599,0.213,0.386,208
weiA,Sense perception,Adjective,0.595,0.209,0.385,209
tauenV,NA,Verb,0.604,0.219,0.385,210
VogelN,Animals,Noun,0.661,0.276,0.385,211
nichtADV,Miscellaneous function words,Adverb,0.743,0.36,0.382,212
HandN,The body,Noun,0.593,0.211,0.382,213
findenV,Possession,Verb,0.592,0.211,0.381,214
hangenV,NA,Verb,0.617,0.235,0.381,215
AscheN,The physical world,Noun,0.661,0.28,0.381,216
SchwesterN,Kinship,Noun,0.616,0.236,0.38,217
WegN,NA,Noun,0.679,0.299,0.38,218
HerbstN,Time,Noun,0.599,0.22,0.379,219
PreisN,Possession,Noun,0.664,0.285,0.379,220
leerA,Quantity,Adjective,0.712,0.334,0.378,221
singenV,Speech and language,Verb,0.603,0.226,0.376,222
LautN,Sense perception,Noun,0.598,0.222,0.376,223
versinkenV,NA,Verb,0.604,0.228,0.376,224
tunV,Basic actions and technology,Verb,0.569,0.193,0.376,225
jungA,Time,Adjective,0.586,0.21,0.376,226
breitA,Spatial relations,Adjective,0.583,0.208,0.376,227
TierN,Animals,Noun,0.712,0.336,0.375,228
erscheinenV,NA,Verb,0.586,0.21,0.375,229
wachsenV,Spatial relations,Verb,0.598,0.223,0.375,230
JahrN,Time,Noun,0.652,0.278,0.374,231
HolzN,The physical world,Noun,0.59,0.216,0.374,232
BirkeN,Agriculture and vegetation,Noun,0.586,0.212,0.374,233
richtigA,Emotions and values,Adjective,0.606,0.233,0.373,234
kochenV,NA,Verb,0.603,0.23,0.373,235
LuftN,The physical world,Noun,0.656,0.285,0.372,236
HungerN,NA,Noun,0.595,0.224,0.371,237
bleibenV,Spatial relations,Verb,0.621,0.25,0.371,238
vergessenV,Cognition,Verb,0.606,0.235,0.37,239
glattA,Sense perception,Adjective,0.604,0.234,0.37,240
kaltA,Sense perception,Adjective,0.598,0.228,0.369,241
fallenV,Motion,Verb,0.595,0.226,0.369,242
dunnA,Spatial relations,Adjective,0.59,0.222,0.368,243
langA,Spatial relations,Adjective,0.573,0.205,0.368,244
NachrichtN,NA,Noun,0.662,0.294,0.368,245
KesselN,Food and drink,Noun,0.64,0.276,0.364,246
BergN,NA,Noun,0.678,0.315,0.363,247
heuteADV,Time,Adverb,0.596,0.233,0.363,248
FamilieN,Kinship,Noun,0.752,0.39,0.363,249
undCNJ,Cognition,Conjunction,0.657,0.296,0.362,250
bindenV,Basic actions and technology,Verb,0.633,0.271,0.362,251
langeADV,Time,Adverb,0.589,0.227,0.362,252
zweiterA,Quantity,Adjective,0.583,0.223,0.361,253
BodenN,NA,Noun,0.593,0.233,0.361,254
schieenV,Warfare and hunting,Verb,0.618,0.259,0.359,255
BeereN,NA,Noun,0.641,0.282,0.358,256
lobenV,Emotions and values,Verb,0.617,0.261,0.355,257
laufenV,Motion,Verb,0.589,0.234,0.355,258
beginnenV,Time,Verb,0.622,0.267,0.355,259
anfangenV,Time,Verb,0.592,0.239,0.353,260
KuhN,Animals,Noun,0.575,0.222,0.353,261
LangeN,NA,Noun,0.596,0.244,0.353,262
HaarN,NA,Noun,0.63,0.277,0.352,263
AnzahlN,NA,Noun,0.588,0.237,0.351,264
stellenV,Spatial relations,Verb,0.606,0.256,0.35,265
ElchN,Animals,Noun,0.602,0.252,0.35,266
kehrenV,Basic actions and technology,Verb,0.586,0.236,0.349,267
KalteN,NA,Noun,0.573,0.223,0.349,268
SinnN,NA,Noun,0.678,0.33,0.348,269
ChefN,NA,Noun,0.586,0.239,0.348,270
erPRN,Kinship,Pronoun,0.624,0.276,0.347,271
HandflacheN,The body,Noun,0.55,0.205,0.346,272
KusteN,NA,Noun,0.576,0.231,0.345,273
rundA,Spatial relations,Adjective,0.619,0.275,0.345,274
bellenV,NA,Verb,0.563,0.219,0.344,275
RingN,Clothing and grooming,Noun,0.636,0.292,0.344,276
geborenwerdenV,The body,Verb,0.576,0.231,0.344,277
MittagN,Time,Noun,0.57,0.229,0.341,278
siePRN,Kinship,Pronoun,0.562,0.221,0.341,279
AdlerN,Animals,Noun,0.595,0.254,0.341,280
VaterN,Kinship,Noun,0.663,0.324,0.339,281
spulenV,NA,Verb,0.567,0.228,0.339,282
haltenV,Possession,Verb,0.591,0.252,0.339,283
BulleN,Animals,Noun,0.689,0.351,0.339,284
SchmerzN,Emotions and values,Noun,0.54,0.204,0.336,285
SchwanN,NA,Noun,0.58,0.244,0.336,286
SandN,The physical world,Noun,0.69,0.353,0.336,287
wieFADV,Cognition,Interrogative (adv.),0.545,0.209,0.336,288
KnopfN,Clothing and grooming,Noun,0.674,0.338,0.336,289
lernenV,Cognition,Verb,0.552,0.219,0.333,290
GehirnN,The body,Noun,0.57,0.237,0.333,291
grauA,NA,Adjective,0.593,0.262,0.331,292
aufwachenV,The body,Verb,0.563,0.233,0.33,293
KlaueN,The body,Noun,0.6,0.27,0.329,294
steckenV,NA,Verb,0.541,0.212,0.329,295
ZehN,The body,Noun,0.58,0.252,0.328,296
AbstandN,NA,Noun,0.617,0.291,0.326,297
GesundheitN,The body,Noun,0.611,0.285,0.326,298
scharfA,Sense perception,Adjective,0.54,0.215,0.325,299
MagenN,The body,Noun,0.641,0.317,0.325,300
untergehenSonneV,NA,Verb,0.547,0.222,0.324,301
MadchenN,Kinship,Noun,0.545,0.221,0.324,302
sichwaschenV,NA,Verb,0.576,0.254,0.321,303
GrundN,NA,Noun,0.564,0.243,0.321,304
fettA,NA,Adjective,0.529,0.208,0.32,305
linkerA,Spatial relations,Adjective,0.667,0.346,0.32,306
mitteilenV,NA,Verb,0.559,0.24,0.32,307
starkA,The body,Adjective,0.534,0.214,0.32,308
hierADV,Miscellaneous function words,Adverb,0.526,0.206,0.319,309
siebenNUM,Quantity,Numerical,0.64,0.322,0.319,310
wertvollA,NA,Adjective,0.609,0.292,0.317,311
BootN,Motion,Noun,0.639,0.323,0.316,312
frierenV,NA,Verb,0.542,0.228,0.314,313
soADV,NA,Adverb,0.564,0.25,0.314,314
VerstandN,Cognition,Noun,0.606,0.293,0.313,315
BlattN,Agriculture and vegetation,Noun,0.608,0.295,0.313,316
schneidenV,Basic actions and technology,Verb,0.532,0.22,0.312,317
hungrigA,Food and drink,Adjective,0.599,0.288,0.312,318
GrabN,The body,Noun,0.522,0.211,0.312,319
StromungN,NA,Noun,0.57,0.258,0.312,320
weinenV,Emotions and values,Verb,0.527,0.216,0.311,321
FederN,The body,Noun,0.67,0.359,0.31,322
FerseN,The body,Noun,0.552,0.242,0.31,323
WetterN,The physical world,Noun,0.606,0.296,0.31,324
BrustN,The body,Noun,0.531,0.222,0.309,325
LichtN,The physical world,Noun,0.584,0.275,0.309,326
gefrierenV,The physical world,Verb,0.55,0.241,0.309,327
MenschN,Kinship,Noun,0.562,0.254,0.308,328
FlussN,NA,Noun,0.565,0.258,0.306,329
beendenV,Time,Verb,0.634,0.329,0.305,330
schwachA,The body,Adjective,0.531,0.225,0.305,331
nahA,Spatial relations,Adjective,0.538,0.233,0.305,332
gieenV,NA,Verb,0.564,0.26,0.304,333
AlterN,Time,Noun,0.605,0.301,0.304,334
WundeN,The body,Noun,0.612,0.308,0.304,335
BesenN,Basic actions and technology,Noun,0.651,0.348,0.303,336
fernA,Spatial relations,Adjective,0.547,0.244,0.303,337
KraftN,NA,Noun,0.603,0.3,0.303,338
KorperN,The body,Noun,0.549,0.246,0.303,339
fliegenV,Motion,Verb,0.676,0.373,0.303,340
rohA,Food and drink,Adjective,0.604,0.302,0.302,341
AstN,NA,Noun,0.569,0.267,0.301,342
bringenV,Motion,Verb,0.486,0.185,0.301,343
SkiN,NA,Noun,0.766,0.465,0.301,344
werdenV,Miscellaneous function words,Verb,0.536,0.236,0.301,345
tragenV,Motion,Verb,0.537,0.236,0.301,346
brechenV,Basic actions and technology,Verb,0.527,0.228,0.299,347
werFPRN,Cognition,Interrogative (pronoun),0.789,0.49,0.298,348
KieferBaumN,Agriculture and vegetation,Noun,0.533,0.234,0.298,349
SchlingeN,NA,Noun,0.512,0.216,0.297,350
stehlenV,Law,Verb,0.52,0.224,0.296,351
schmerzenV,NA,Verb,0.593,0.297,0.296,352
bekanntA,NA,Adjective,0.553,0.258,0.296,353
SpatenN,Agriculture and vegetation,Noun,0.619,0.323,0.295,354
woFADV,Cognition,Interrogative (adv.),0.54,0.246,0.294,355
HuhnN,Animals,Noun,0.582,0.288,0.294,356
HilfeN,Social and political relations,Noun,0.556,0.262,0.294,357
BuchstabeN,NA,Noun,0.806,0.512,0.293,358
sichanziehenV,NA,Verb,0.522,0.229,0.293,359
regnenV,NA,Verb,0.535,0.242,0.293,360
einschlafenV,NA,Verb,0.525,0.232,0.293,361
wievielFNUM,Cognition,Interrogative (num.),0.519,0.229,0.291,362
gehenV,Motion,Verb,0.494,0.205,0.289,363
zeichnenV,NA,Verb,0.57,0.281,0.289,364
heiA,Sense perception,Adjective,0.511,0.222,0.289,365
HimmelN,The physical world,Noun,0.551,0.263,0.288,366
GedachtnisN,NA,Noun,0.558,0.27,0.288,367
endenV,Time,Verb,0.626,0.339,0.287,368
verschiedenA,NA,Adjective,0.613,0.327,0.286,369
LochN,Spatial relations,Noun,0.514,0.228,0.286,370
abschneidenV,NA,Verb,0.52,0.235,0.286,371
SaatN,Agriculture and vegetation,Noun,0.524,0.238,0.286,372
lehrenV,Cognition,Verb,0.518,0.233,0.285,373
RindeN,Agriculture and vegetation,Noun,0.702,0.418,0.284,374
SpitzeN,NA,Noun,0.524,0.241,0.283,375
EllenbogenN,The body,Noun,0.558,0.275,0.282,376
FettN,Food and drink,Noun,0.505,0.224,0.281,377
tretenV,Motion,Verb,0.567,0.287,0.28,378
eintretenV,Motion,Verb,0.52,0.24,0.279,379
dortADV,Miscellaneous function words,Adverb,0.505,0.226,0.279,380
BrettN,The house,Noun,0.749,0.471,0.279,381
EndeN,Spatial relations,Noun,0.539,0.26,0.279,382
rotA,Sense perception,Adjective,0.497,0.219,0.278,383
schwerA,Sense perception,Adjective,0.525,0.247,0.278,384
LinieN,Spatial relations,Noun,0.575,0.298,0.277,385
StutzeN,NA,Noun,0.503,0.227,0.277,386
rufenV,Speech and language,Verb,0.507,0.231,0.276,387
FieberN,The body,Noun,0.535,0.26,0.275,388
vorPRP,Spatial relations,Preposition,0.486,0.211,0.274,389
NetzN,NA,Noun,0.528,0.255,0.273,390
RuckenN,The body,Noun,0.502,0.229,0.273,391
SeiteN,NA,Noun,0.518,0.245,0.272,392
offenA,NA,Adjective,0.527,0.255,0.272,393
BarN,Animals,Noun,0.6,0.328,0.271,394
siedenV,Food and drink,Verb,0.54,0.269,0.27,395
schmalA,Spatial relations,Adjective,0.564,0.294,0.27,396
blasenV,NA,Verb,0.653,0.383,0.27,397
MuckeN,Animals,Noun,0.521,0.25,0.27,398
sauerA,Sense perception,Adjective,0.587,0.317,0.27,399
rennenV,Motion,Verb,0.5,0.231,0.268,400
GurtelN,Clothing and grooming,Noun,0.558,0.29,0.268,401
atmenV,The body,Verb,0.61,0.343,0.268,402
FrostN,NA,Noun,0.559,0.292,0.267,403
GesellschaftN,NA,Noun,0.51,0.243,0.267,404
beienV,The body,Verb,0.588,0.322,0.267,405
WahrheitN,NA,Noun,0.541,0.275,0.266,406
AbendN,Time,Noun,0.531,0.266,0.265,407
BlumeN,Agriculture and vegetation,Noun,0.671,0.406,0.265,408
HausN,The house,Noun,0.593,0.329,0.264,409
LehmN,Basic actions and technology,Noun,0.518,0.255,0.263,410
MannN,Kinship,Noun,0.468,0.206,0.262,411
GluckN,NA,Noun,0.57,0.309,0.261,412
bedeckenV,Spatial relations,Verb,0.51,0.25,0.26,413
schreienV,Speech and language,Verb,0.552,0.292,0.26,414
StrichN,NA,Noun,0.502,0.243,0.26,415
WolleN,Clothing and grooming,Noun,0.619,0.361,0.259,416
gesternADV,Time,Adverb,0.498,0.239,0.258,417
legenV,NA,Verb,0.47,0.212,0.258,418
GeruchN,NA,Noun,0.475,0.217,0.258,419
SuppeN,Food and drink,Noun,0.801,0.544,0.256,420
setzenV,NA,Verb,0.471,0.215,0.256,421
gelbA,Sense perception,Adjective,0.671,0.416,0.256,422
stromenV,NA,Verb,0.475,0.221,0.254,423
wirPRN,Kinship,Pronoun,0.769,0.516,0.253,424
MengeN,NA,Noun,0.472,0.219,0.253,425
futternV,NA,Verb,0.489,0.236,0.253,426
fegenV,Basic actions and technology,Verb,0.467,0.214,0.252,427
WortN,Speech and language,Noun,0.482,0.231,0.251,428
KreisN,Spatial relations,Noun,0.516,0.265,0.251,429
FigurN,Religion and belief,Noun,0.625,0.375,0.25,430
NebelN,The physical world,Noun,0.603,0.353,0.25,431
zeigenV,Sense perception,Verb,0.483,0.233,0.25,432
verschwindenV,Motion,Verb,0.47,0.22,0.25,433
AmeiseN,Animals,Noun,0.58,0.329,0.25,434
LippeN,The body,Noun,0.485,0.236,0.249,435
wollenV,Emotions and values,Verb,0.507,0.257,0.249,436
feuchtA,NA,Adjective,0.483,0.235,0.249,437
SchuldN,Emotions and values,Noun,0.487,0.239,0.247,438
vereinigenV,Spatial relations,Verb,0.451,0.204,0.247,439
fragenV,Speech and language,Verb,0.447,0.203,0.244,440
RandN,NA,Noun,0.475,0.234,0.241,441
HonigN,Food and drink,Noun,0.642,0.401,0.241,442
LiedN,Modern world,Noun,0.436,0.196,0.239,443
KralleN,The body,Noun,0.541,0.303,0.238,444
MeisterN,NA,Noun,0.786,0.548,0.237,445
liebA,NA,Adjective,0.512,0.276,0.236,446
WiegeN,NA,Noun,0.522,0.286,0.236,447
wechselnV,NA,Verb,0.449,0.214,0.235,448
verbrennenV,The physical world,Verb,0.436,0.201,0.235,449
HemdN,Clothing and grooming,Noun,0.465,0.23,0.235,450
niemalsADV,Time,Adverb,0.472,0.239,0.234,451
erhaltenV,NA,Verb,0.511,0.277,0.233,452
StimmeN,Speech and language,Noun,0.471,0.238,0.233,453
WinkelN,Spatial relations,Noun,0.471,0.239,0.232,454
SchaleN,NA,Noun,0.448,0.216,0.231,455
konnenV,NA,Verb,0.442,0.211,0.231,456
gutA,Emotions and values,Adjective,0.455,0.224,0.231,457
zudeckenV,NA,Verb,0.52,0.289,0.231,458
SchweinN,Animals,Noun,0.583,0.354,0.23,459
SackN,NA,Noun,0.68,0.45,0.23,460
KragenN,Clothing and grooming,Noun,0.671,0.441,0.229,461
TonN,NA,Noun,0.785,0.557,0.229,462
morgenADV,Time,Adverb,0.464,0.236,0.228,463
GeschmackN,NA,Noun,0.701,0.473,0.228,464
MusterN,NA,Noun,0.486,0.258,0.228,465
GangN,NA,Noun,0.476,0.248,0.228,466
suA,Sense perception,Adjective,0.477,0.25,0.227,467
KammN,Clothing and grooming,Noun,0.656,0.429,0.227,468
weggehenV,Motion,Verb,0.477,0.25,0.227,469
drehenV,NA,Verb,0.466,0.24,0.227,470
RiemenN,NA,Noun,0.635,0.408,0.227,471
machenV,Basic actions and technology,Verb,0.436,0.21,0.226,472
OberschenkelN,NA,Noun,0.453,0.226,0.226,473
fremdA,NA,Adjective,0.573,0.348,0.226,474
reparierenV,NA,Verb,0.504,0.279,0.225,475
LebenN,The body,Noun,0.45,0.224,0.225,476
zubereitenV,Food and drink,Verb,0.448,0.224,0.225,477
LeiterN,The house,Noun,0.521,0.297,0.224,478
NadelN,Clothing and grooming,Noun,0.619,0.395,0.224,479
untenADV,NA,Adverb,0.443,0.22,0.224,480
verlierenV,NA,Verb,0.48,0.256,0.224,481
GoldN,Basic actions and technology,Noun,0.622,0.399,0.223,482
FellN,Clothing and grooming,Noun,0.45,0.228,0.222,483
kratzenV,Food and drink,Verb,0.499,0.277,0.222,484
schickenV,Motion,Verb,0.478,0.256,0.222,485
BuchtN,The physical world,Noun,0.447,0.226,0.221,486
rudernV,Motion,Verb,0.446,0.227,0.219,487
nassA,Sense perception,Adjective,0.471,0.253,0.217,488
MontagN,Time,Noun,0.601,0.383,0.217,489
schmelzenV,NA,Verb,0.425,0.209,0.216,490
vergehenV,NA,Verb,0.461,0.246,0.215,491
